Rank;Sourceid;Title;Type;Issn;SJR;SJR Quartile;H index;Total Docs. (2019);Total Docs. (3years);Total Refs.;Total Cites (3years);Citable Docs. (3years);Cites / Doc. (2years);Ref. / Doc.;Country;Region;Publisher;Coverage;Categories
1033;18067;"Sociological Bulletin, The";journal;"00380229";0,120;Q4;1;19;21;606;3;21;0,14;31,89;India;Asiatic Region;"Indian Sociological Society";"1963, 1974, 1986, 1994-1996, 2014, 2018-2020";"Cultural Studies (Q3); History (Q3); Social Sciences (miscellaneous) (Q4); Sociology and Political Science (Q4)"
1034;5000158607;"Studies in Qualitative Methodology";book series;"10423192";0,120;Q4;9;12;38;470;23;20;1,33;39,17;United Kingdom;Western Europe;"Emerald Group Publishing Ltd.";"2000, 2004, 2006, 2008, 2010, 2014, 2016-2019";"Education (Q4); Social Sciences (miscellaneous) (Q4); Sociology and Political Science (Q4)"
1035;145329;"International Journal of Discrimination and the Law";journal;"13582291, 20479468";0,119;Q4;7;11;42;242;12;34;0,24;22,00;United States;Northern America;"SAGE Publications Inc.";"2000, 2005-2009, 2011-2019";"Law (Q4); Sociology and Political Science (Q4)"
1036;16445;"Mouvement Social";journal;"00272671, 19618646";0,119;Q4;11;13;106;751;15;106;0,18;57,77;France;Western Europe;"Association Le Movement social";"1975, 1978-1980, 1983, 1987, 1996-2019";"History (Q3); Sociology and Political Science (Q4)"
1037;21100227422;"Revista da Abordagem Gestaltica";journal;"19843542, 18096867";0,119;Q4;3;35;115;745;8;106;0,05;21,29;Brazil;Latin America;"Institute for Research and Training in Gestalt therapy Goiania";"2012-2019";"Social Psychology (Q4); Sociology and Political Science (Q4)"
1038;17700155419;"Sur";journal;"19833342, 18066445";0,119;Q4;4;9;68;68;11;65;0,13;7,56;Brazil;Latin America;"Sur - Rede Universitaria de Direitos Humanos";"2012-2019";"Law (Q4); Sociology and Political Science (Q4)"
1039;16023;"Dissent";journal;"00123846";0,118;Q4;16;50;208;0;35;163;0,21;0,00;United States;Northern America;"Foundation for the Study of Independent Social Ideas";"1976-1977, 1979, 1981, 1983, 1986-1988, 1994, 1996-2019";"Social Sciences (miscellaneous) (Q4); Sociology and Political Science (Q4)"
1040;21100885611;"European Journal of Comparative Law and Governance";journal;"22134506, 22134514";0,117;Q4;3;13;47;675;10;37;0,39;51,92;Netherlands;Western Europe;"Brill Academic Publishers";"2014-2019";"Law (Q4); Public Administration (Q4); Sociology and Political Science (Q4)"
1041;5700154365;"International Journal of Francophone Studies";journal;"13682679, 17589142";0,117;Q4;4;5;49;206;6;46;0,17;41,20;United Kingdom;Western Europe;"Intellect Ltd.";"2012-2019";"Literature and Literary Theory (Q2); Visual Arts and Performing Arts (Q2); Cultural Studies (Q3); History (Q3); Language and Linguistics (Q3); Linguistics and Language (Q3); Gender Studies (Q4); Sociology and Political Science (Q4)"
1042;6600153108;"International Journal of Public Policy";journal;"17400600, 17400619";0,117;Q4;13;18;63;921;21;55;0,36;51,17;United Kingdom;Western Europe;"Inderscience Enterprises Ltd.";"2007-2019";"Political Science and International Relations (Q4); Public Administration (Q4); Sociology and Political Science (Q4)"
1043;5700162645;"Jewish Culture and History";journal;"1462169X";0,117;Q4;3;22;53;295;6;47;0,12;13,41;United Kingdom;Western Europe;"Routledge";"1999, 2001, 2015-2020";"Cultural Studies (Q3); History (Q3); Sociology and Political Science (Q4)"
1044;21100843484;"Journal of Global South Studies";journal;"24761397, 24761419";0,117;Q4;1;16;41;1266;6;29;0,26;79,13;United States;Northern America;"University of Florida";"2016-2019";"History (Q3); Development (Q4); Political Science and International Relations (Q4); Sociology and Political Science (Q4)"
1045;24268;"Korean Studies";journal;"0145840X, 15291529";0,117;Q4;3;8;16;311;2;16;0,13;38,88;United States;Northern America;"University of Hawaii Press";"1991-1998, 2017-2019";"Literature and Literary Theory (Q2); Visual Arts and Performing Arts (Q2); Arts and Humanities (miscellaneous) (Q3); Cultural Studies (Q3); History (Q3); Anthropology (Q4); Geography, Planning and Development (Q4); Social Sciences (miscellaneous) (Q4); Sociology and Political Science (Q4)"
1046;12100157012;"Maghreb - Machrek";journal;"22716815, 17623162";0,117;Q4;4;19;59;431;2;54;0,06;22,68;France;Western Europe;"Choiseul Editions";"1987, 1989-1990, 1994, 2007-2019";"Literature and Literary Theory (Q2); Cultural Studies (Q3); History (Q3); Law (Q4); Political Science and International Relations (Q4); Sociology and Political Science (Q4)"
1047;21100824449;"Norteamerica";journal;"18703550, 24487228";0,117;Q4;2;14;53;547;11;53;0,19;39,07;Mexico;Latin America;"Universidad Nacional Autonoma de Mexico";"2016-2019";"Cultural Studies (Q3); Demography (Q4); Economics, Econometrics and Finance (miscellaneous) (Q4); Law (Q4); Political Science and International Relations (Q4); Sociology and Political Science (Q4)"
1048;21100851347;"Revista del Ministerio de Empleo y Seguridad Social";journal;"22543295, 22543511";0,117;Q4;1;0;12;0;3;11;0,27;0,00;Spain;Western Europe;"";"2017";"Demography (Q4); Economics, Econometrics and Finance (miscellaneous) (Q4); Law (Q4); Sociology and Political Science (Q4)"
1049;21100896938;"Revista Fuentes";journal;"21727775";0,117;Q4;1;8;13;365;2;12;0,17;45,63;Spain;Western Europe;"Facultad de Ciencias de la Educacion";"2018-2019";"Developmental and Educational Psychology (Q4); Education (Q4); Sociology and Political Science (Q4)"
1050;16885;"African and Asian Studies";journal;"15692108, 15692094";0,116;Q4;16;11;47;670;6;47;0,10;60,91;Netherlands;Western Europe;"Brill Academic Publishers";"1966, 1971, 1975-1979, 1981-1982, 1984-1988, 1990-1991, 1993-1994, 1996-2020";"History (Q3); Development (Q4); Sociology and Political Science (Q4)"
1051;14241;"Current Perspectives in Social Theory";book series;"02781204";0,116;Q4;8;0;10;0;2;10;0,00;0,00;United Kingdom;Western Europe;"Emerald Group Publishing Ltd.";"2002-2003, 2005-2006, 2008-2016";"Sociology and Political Science (Q4)"
1052;5600153193;"Druzboslovne Razprave";journal;"03523608";0,116;Q4;2;4;32;147;4;32;0,13;36,75;Slovenia;Eastern Europe;"Univerza v Ljubljani";"2017-2019";"Cultural Studies (Q3); Communication (Q4); Social Sciences (miscellaneous) (Q4); Sociology and Political Science (Q4)"
1053;5600156482;"Dutch Crossing";journal;"03096564";0,116;Q4;4;24;70;600;5;53;0,03;25,00;United Kingdom;Western Europe;"Maney Publishing";"2011-2020";"Arts and Humanities (miscellaneous) (Q3); Cultural Studies (Q3); Sociology and Political Science (Q4)"
1054;19300156907;"Feministische Studien";journal;"07235186";0,116;Q4;6;17;106;496;10;94;0,10;29,18;Germany;Western Europe;"Walter de Gruyter GmbH";"2008-2019";"Gender Studies (Q4); Sociology and Political Science (Q4)"
1055;21100815552;"Ideology and Politics Journal";journal;"22276068";0,116;Q4;1;0;48;0;3;41;0,09;0,00;Ukraine;Eastern Europe;"Foundation for Good Politics";"2016-2018";"Sociology and Political Science (Q4)"
1056;7200153158;"Law and Practice of International Courts and Tribunals";journal;"15691853, 15718034";0,116;Q4;11;10;73;589;6;70;0,04;58,90;Netherlands;Western Europe;"Brill Academic Publishers";"2007-2020";"Law (Q4); Political Science and International Relations (Q4); Sociology and Political Science (Q4)"
1057;5600153144;"Polis";journal;"11209488";0,116;Q4;11;19;44;877;13;43;0,34;46,16;Italy;Western Europe;"Societa Editrice Il Mulino";"1990, 1997, 2000-2008, 2010-2019";"Sociology and Political Science (Q4)"
1058;21100903469;"Russia in Global Affairs";journal;"18106374, 26189844";0,116;Q4;2;44;32;1256;7;28;0,25;28,55;United States;Northern America;"Foreign Policy Research Foundation";"2018-2019";"Cultural Studies (Q3); History (Q3); Political Science and International Relations (Q4); Sociology and Political Science (Q4)"
1059;19700170138;"Sixties, The";journal;"17541336, 17541328";0,116;Q4;6;10;45;509;5;31;0,25;50,90;United Kingdom;Western Europe;"Routledge";"2008-2019";"Cultural Studies (Q3); History (Q3); Sociology and Political Science (Q4)"
1060;19079;"The International journal of African historical studies";journal;"03617882";0,116;Q4;19;20;42;233;2;41;0,08;11,65;United States;Northern America;"Boston University";"1976, 1979-1981, 1985-1989, 1999-2019";"Cultural Studies (Q3); History (Q3); Sociology and Political Science (Q4)"
1061;6000160653;"British Journal of Canadian Studies";journal;"17578078, 02699222";0,115;Q4;5;0;28;0;3;25;0,19;0,00;United Kingdom;Western Europe;"Liverpool University Press";"2011-2018";"Literature and Literary Theory (Q2); Cultural Studies (Q3); History (Q3); Sociology and Political Science (Q4)"
1062;19556;"Holocaust and Genocide Studies";journal;"14767937, 87566583";0,115;Q4;18;11;45;928;10;42;0,21;84,36;United Kingdom;Western Europe;"Oxford University Press";"1986-2019";"History (Q3); Political Science and International Relations (Q4); Sociology and Political Science (Q4)"
1063;21100844910;"Learning and Teaching";journal;"17552281, 17552273";0,115;Q4;2;17;35;492;10;30;0,33;28,94;United States;Northern America;"Berghahn Journals";"2017-2019";"Developmental and Educational Psychology (Q4); Education (Q4); Sociology and Political Science (Q4)"
1064;53793;"Sudosteuropa";journal;"0722480X";0,115;Q4;1;17;28;1291;4;28;0,14;75,94;Germany;Western Europe;"Walter de Gruyter";"1985, 1989-1990, 2018-2020";"Cultural Studies (Q3); History (Q3); Anthropology (Q4); Economics, Econometrics and Finance (miscellaneous) (Q4); Political Science and International Relations (Q4); Sociology and Political Science (Q4)"
1065;21100903424;"Critical Studies in Teaching and Learning";journal;"23107103";0,114;Q4;1;18;10;773;1;8;0,13;42,94;South Africa;Africa;"University of the Western Cape";"2018-2019";"Education (Q4); Sociology and Political Science (Q4)"
1066;4800153105;"Research in Urban Sociology";book series;"10470042";0,114;Q4;12;0;16;0;3;16;0,00;0,00;United Kingdom;Western Europe;"Emerald Group Publishing Ltd.";"2000-2001, 2004, 2006, 2008, 2010-2014, 2016";"Sociology and Political Science (Q4); Urban Studies (Q4)"
1067;19600157363;"Rossiiskaia Istoria";journal;"08695687";0,114;Q4;3;99;208;781;16;207;0,06;7,89;Russian Federation;Eastern Europe;"Izdatel'stvo Nauka";"1999, 2001-2002, 2009-2019";"History (Q3); Sociology and Political Science (Q4)"
1068;21100811505;"Symposion";journal;"23926260, 1584174X";0,114;Q4;3;11;54;366;4;53;0,07;33,27;Romania;Eastern Europe;"Gheorghe Zane Institute for Economic and Social Research, Romanian Academy, Iasi Branch";"2014-2019";"Philosophy (Q3); Sociology and Political Science (Q4)"
1069;21100241803;"Amme Idaresi Dergisi";journal;"13001795";0,113;Q4;4;21;71;1430;4;71;0,02;68,10;Turkey;Middle East;"Turkiye ve Orta Dogu Amme Idaresi Enstitusu";"2008-2019";"Public Administration (Q4); Sociology and Political Science (Q4)"
1070;21100893575;"Asian Journal of Business Research";journal;"24634522";0,113;Q4;1;19;12;1390;2;12;0,17;73,16;New Zealand;Pacific Region;"";"2018-2019";"Business and International Management (Q4); Marketing (Q4); Political Science and International Relations (Q4); Sociology and Political Science (Q4); Strategy and Management (Q4)"
1071;62388;"Esprit";journal;"00140759, 21114579";0,113;Q4;7;97;492;606;19;397;0,05;6,25;France;Western Europe;"";"1973, 1975, 1981-1983, 2010-2019";"Religious Studies (Q3); Arts and Humanities (miscellaneous) (Q4); Political Science and International Relations (Q4); Sociology and Political Science (Q4)"
1072;21100265641;"Etica e Politica";journal;"18255167";0,113;Q4;4;53;232;1631;13;226;0,06;30,77;Italy;Western Europe;"University of Trieste, Department of Philosophy";"2013-2019";"Philosophy (Q3); Sociology and Political Science (Q4)"
1073;21100409542;"Eurasian Studies Library";book series;"18779484";0,113;Q4;0;0;22;0;0;2;0,00;0,00;Netherlands;Western Europe;"Brill Academic Publishers";"2010, 2013-2016, 2018";"Cultural Studies (Q3); History (Q3); Sociology and Political Science (Q4)"
1074;29759;"Indian Journal of Social Work";journal;"00195634";0,113;Q4;7;18;97;420;4;87;0,03;23,33;India;Asiatic Region;"Tata Institute of Social Sciences";"1945-1948, 1977, 1982, 1991, 1996-2019";"Social Sciences (miscellaneous) (Q4); Social Work (Q4); Sociology and Political Science (Q4)"
1075;21100406310;"International Humanitarian Law Series";book series;"13896776";0,113;Q4;7;0;26;0;0;2;0,00;0,00;Netherlands;Western Europe;"Brill Academic Publishers";"2006-2013, 2016, 2018";"Law (Q4); Political Science and International Relations (Q4); Sociology and Political Science (Q4)"
1076;7200153149;"Journal of Jewish Thought and Philosophy";journal;"1053699X, 1477285X";0,113;Q4;8;4;34;534;6;33;0,13;133,50;Netherlands;Western Europe;"Brill Academic Publishers";"1993-1995, 1997-2004, 2006-2019";"Literature and Literary Theory (Q2); Cultural Studies (Q3); Philosophy (Q3); Religious Studies (Q3); Anthropology (Q4); Sociology and Political Science (Q4)"
1077;5600156553;"Journal of Pacific History";journal;"00223344";0,113;Q4;18;34;77;156;14;65;0,17;4,59;United Kingdom;Western Europe;"Taylor and Francis Ltd.";"1966-2020";"Cultural Studies (Q3); History (Q3); Sociology and Political Science (Q4)"
1078;5700172274;"Meanjin";journal;"14488094, 00256293";0,113;Q4;6;105;326;339;12;312;0,03;3,23;Australia;Pacific Region;"University of Melbourne";"2002-2003, 2005-2019";"Literature and Literary Theory (Q2); Cultural Studies (Q3); Sociology and Political Science (Q4)"
1079;17700154915;"Multitudes";journal;"17775841, 02920107";0,113;Q4;10;68;236;676;9;220;0,05;9,94;France;Western Europe;"Association Multitudes";"2000-2020";"Philosophy (Q3); Sociology and Political Science (Q4)"
1080;23121;"New York Review of Books, The";journal;"19447744, 00287504";0,113;Q4;23;0;206;0;7;79;0,00;0,00;United States;Northern America;"New York Review";"1977-1978, 1984, 1991-1992, 1994, 1996-1997, 2000-2001, 2007-2016";"Cultural Studies (Q3); Arts and Humanities (miscellaneous) (Q4); Sociology and Political Science (Q4)"
1081;19700173013;"Co-herencia";journal;"17945887";0,112;Q4;4;29;79;1317;6;76;0,05;45,41;Colombia;Latin America;"Universidad EAFIT";"2009-2019";"Literature and Literary Theory (Q2); Visual Arts and Performing Arts (Q2); History (Q3); Music (Q3); Philosophy (Q3); Sociology and Political Science (Q4)"
1082;21100897202;"FWU Journal of Social Sciences";journal;"19951272";0,112;Q4;1;35;29;1507;2;29;0,07;43,06;Pakistan;Asiatic Region;"";"2018-2019";"History (Q3); Education (Q4); Psychology (miscellaneous) (Q4); Social Sciences (miscellaneous) (Q4); Sociology and Political Science (Q4)"
1083;21100901578;"Indonesian Journal of International and Comparative Law";journal;"2338770X, 23387602";0,112;Q4;1;19;17;263;1;17;0,06;13,84;Indonesia;Asiatic Region;"Institute for Migrant Rights Press";"2018-2020";"Cultural Studies (Q3); Law (Q4); Sociology and Political Science (Q4)"
1084;21100785521;"Islamic Africa";journal;"2333262X, 21540993";0,112;Q4;6;8;35;680;8;32;0,32;85,00;Netherlands;Western Europe;"Brill Academic Publishers";"2010-2019";"Literature and Literary Theory (Q2); Cultural Studies (Q3); History (Q3); Religious Studies (Q3); Sociology and Political Science (Q4)"
1085;19700169886;"Journal of Philosophical Economics: Reflections on Economic and Social Issues";journal;"18432298, 18448208";0,112;Q4;2;5;15;256;2;15;0,13;51,20;Romania;Eastern Europe;"Rosetti International Publishing House";"2017-2019";"Philosophy (Q3); Economics and Econometrics (Q4); Sociology and Political Science (Q4)"
1086;5800170451;"Politologija";journal;"13921681, 24246034";0,112;Q4;3;17;64;714;4;63;0,07;42,00;Lithuania;Eastern Europe;"Polibijaus Fondas";"2012-2019";"Political Science and International Relations (Q4); Sociology and Political Science (Q4)"
1087;12431;"Prace i Studia Geograficzne";journal;"02084589";0,112;Q4;9;7;74;375;6;73;0,02;53,57;Poland;Eastern Europe;"Warsaw University";"1979, 1983-1985, 1988, 1992, 1994-2005, 2008-2019";"Cultural Studies (Q3); Earth and Planetary Sciences (miscellaneous) (Q4); Geography, Planning and Development (Q4); Sociology and Political Science (Q4); Tourism, Leisure and Hospitality Management (Q4); Urban Studies (Q4)"
1088;13168;"Proceedings of the American Philosophical Society";conference and proceedings;"0003049X";0,112;-;17;0;16;0;2;15;0,00;0,00;United States;Northern America;"American Philosophical Society Library";"1945-1949, 1967-2016";"Arts and Humanities (miscellaneous); Cultural Studies; Medicine (miscellaneous); Sociology and Political Science"
